0100000000;1111111110000011101111011011110110000000101111011011110010000000
0001000000;1111111100000001011111010111111101111111000000010111110100000001
0000000010;1111111111110111111101111111011111000111111101111110000111111111
0000001000;1111111111000011111110111110001111111001111111011100100111100011
0000010000;1111111111111100111100001110010110001101100000001111101111111111
0000001000;1111111111000011111110111111101111000011111100111111101111000111
0000100000;1111111111000011110111111100001111001011111110111111101110000011
0100000000;1111111100000011011110110111101100000011011110110011101110000011
0000000100;1110001111011011110110011110110111111001111000111000000011111111
0100000000;1111111111000000110111101101111011000000110111101110110011100001
0000001000;1111111111000011111110111111101111100001111111011111110110000011
1000000000;1111111110000000110111001101110111000001111111011111110111000000
0010000000;1111111110000001111110011111001110000000111101111110011111001111
1000000000;1000001100111101001110011000000111111101111111011001110111000001
0000000010;1111111111100111111101111111011111110111111101111100000111111111
0000000010;1111111111110111111101111111011111110111111101111111011111111111
0001000000;1111111111100011110111111001111110000011100110111100001111111111
0000100000;1111111111000001110111111101111111000011111110111111101111000011
0000000100;1111111111100001111011011110110111111001111100111110000111111111
0000001000;1111111111000011111110111110001111111001111110011000001111111111
0000000100;1111111111000111100100111000101111110011110001111100000011111111
0000000001;1111111111100011110010011101110010111110101111001001110111001011
0000010000;1111111110111111101111111011011110110111101101111000000011110111
0000000001;1111111111000001110001011101110111011101110011011100110111000001
0010000000;1111111111111111100000001111110111100000111100111110011111101111
0010000000;1111111111000001111110011111001111100111110011111001111111111111
1000000000;1111111110000001101111011000000111111101111111011001110111000001
0000010000;1111111111110011111001111100111110011101101111011000000111111101
0000100000;1110000011011111110100011100010111011101111111011100000111111111
0000000100;1111111111000001110011011110110111111001111100111110011111000000
0001000000;1111111111000001110111111101111111000001110111011101110111000001
0000100000;1111111111110011110001111101111111000011111110111111101111000011
0000000001;1111111111000001101111011011110110111101100111011101110111000001
0000000001;1111111110000001101111011011110110111100101111101001111011000000
0001000000;1111111111011111110111111101111111000001110111011100000111111111
0000000010;1111111111111011111000111100101111111011111110111111000111111111
0000010000;1111111111111011111100111100101100011011000000001111101111111111
1000000000;1111111111000001110111011101110111000001111111011111110111000001
0100000000;1111111110000001100111011101110111000001110011011101110111000001
0010000000;1111111111000001111111011111100111100000111101111110111111001111
